"csu_id","trap_id","year","week","trap_date","county","method","spp","total","test_code","cq","seq","zone","lat","long"
"CSU16618","FC-063",2021,31,"2021-08-03","LC","L","Tarsalis",3,"0","55.55","0","NW","40.56568","-105.10485"
"CSU16619","FC-063",2021,31,"2021-08-03","LC","L","Pipiens",5,"0","55.55","0","NW","40.56568","-105.10485"
"CSU16620","FC-061",2021,31,"2021-08-03","LC","L","Tarsalis",19,"0","55.55","0","NW","40.5688","-105.09165"
"CSU16621","FC-061",2021,31,"2021-08-03","LC","L","Pipiens",2,"0","55.55","0","NW","40.5688","-105.09165"
"CSU16622","FC-063GR",2021,31,"2021-08-03","LC","G","Pipiens",4,"0","55.55","0","NW","40.56568","-105.10505"
"CSU16623","FC-015",2021,31,"2021-08-03","LC","L","Tarsalis",5,"0","55.55","0","NW","40.5598","-105.12409"
"CSU16624","FC-015",2021,31,"2021-08-03","LC","L","Pipiens",2,"0","55.55","0","NW","40.5598","-105.12409"
"CSU16625","FC-049",2021,31,"2021-08-03","LC","L","Tarsalis",11,"0","55.55","0","NW","40.57324","-105.13949"
"CSU16626","FC-049",2021,31,"2021-08-03","LC","L","Pipiens",3,"0","55.55","0","NW","40.57324","-105.13949"
"CSU16627","FC-058",2021,31,"2021-08-03","LC","L","Tarsalis",11,"0","55.55","0","SW","40.54884","-105.12533"
"CSU16628","FC-058",2021,31,"2021-08-03","LC","L","Pipiens",6,"0","55.55","0","SW","40.54884","-105.12533"
"BOU00038","BC-18",2021,31,"2021-08-02","BC","L","Tarsalis",50,"1",,"1","BC","40.013015","-105.27145"
"BOU00039","BC-15",2021,31,"2021-08-02","BC","L","Tarsalis",50,"0",,"0","BC","40.013015","-105.27145"
"BOU00040","BC-15",2021,31,"2021-08-02","BC","L","Tarsalis",50,"0",,"0","BC","40.013015","-105.27145"
"BOU00041","BC-17",2021,31,"2021-08-02","BC","L","Tarsalis",50,"0",,"0","BC","40.101806","-105.156028"
"BOU00042","BC-09",2021,31,"2021-08-02","BC","L","Tarsalis",14,"0",,"0","BC","40.013015","-105.27145"
"BOU00043","BC-04",2021,31,"2021-08-02","BC","L","Tarsalis",23,"0",,"0","BC","40.061639","-105.193958"
"CSU16546","LV-104",2021,31,"2021-08-02","LC","L","Tarsalis",43,"0","55.55","0","LV","40.396854","-105.020915"
"CSU16547","LV-104",2021,31,"2021-08-02","LC","L","Pipiens",5,"0","55.55","0","LV","40.396854","-105.020915"
"CSU16548","LV-089",2021,31,"2021-08-02","LC","L","Tarsalis",50,"0","55.55","0","LV","40.400251","-105.042395"
"CSU16549","LV-089",2021,31,"2021-08-02","LC","L","Tarsalis",50,"1","19.83737","1","LV","40.400251","-105.042395"
"CSU16550","LV-089",2021,31,"2021-08-02","LC","L","Tarsalis",10,"0","55.55","0","LV","40.400251","-105.042395"
"CSU16551","LV-089",2021,31,"2021-08-02","LC","L","Pipiens",8,"0","55.55","0","LV","40.400251","-105.042395"
"CSU16552","LV-110",2021,31,"2021-08-02","LC","L","Tarsalis",50,"0","55.55","0","LV","40.400764","-105.122681"
"CSU16553","LV-110",2021,31,"2021-08-02","LC","L","Tarsalis",13,"0","55.55","0","LV","40.400764","-105.122681"
"CSU16554","LV-110",2021,31,"2021-08-02","LC","L","Pipiens",13,"0","55.55","0","LV","40.400764","-105.122681"
"CSU16555","FC-075GR",2021,31,"2021-08-02","LC","G","Pipiens",50,"1","25.97011","1","SE","40.51138","-105.02937"
"CSU16556","FC-075GR",2021,31,"2021-08-02","LC","G","Pipiens",4,"0","55.55","0","SE","40.51138","-105.02937"
"CSU16557","FC-046",2021,31,"2021-08-02","LC","L","Tarsalis",50,"0","55.55","0","SE","40.52983","-105.06484"
"CSU16558","FC-046",2021,31,"2021-08-02","LC","L","Tarsalis",14,"0","55.55","0","SE","40.52983","-105.06484"
"CSU16559","FC-046",2021,31,"2021-08-02","LC","L","Pipiens",14,"0","55.55","0","SE","40.52983","-105.06484"
"CSU16560","FC-088GR",2021,31,"2021-08-02","LC","G","Pipiens",50,"0","55.55","0","SE","40.53331","-105.03053"
"CSU16561","FC-088GR",2021,31,"2021-08-02","LC","G","Pipiens",42,"0","55.55","0","SE","40.53331","-105.03053"
"CSU16562","FC-039",2021,31,"2021-08-02","LC","L","Tarsalis",50,"1","24.80883","1","SE","40.48081","-105.03934"
"CSU16563","FC-039",2021,31,"2021-08-02","LC","L","Tarsalis",50,"0","55.55","0","SE","40.48081","-105.03934"
"CSU16564","FC-039",2021,31,"2021-08-02","LC","L","Pipiens",9,"0","55.55","0","SE","40.48081","-105.03934"
"CSU16565","FC-050",2021,31,"2021-08-02","LC","L","Tarsalis",2,"0","55.55","0","SE","40.52954","-105.05033"
"CSU16566","FC-075",2021,31,"2021-08-02","LC","L","Tarsalis",50,"1","20.55651","1","SE","40.51138","-105.01987"
"CSU16567","FC-075",2021,31,"2021-08-02","LC","L","Tarsalis",38,"0","55.55","0","SE","40.51138","-105.01987"
"CSU16568","FC-075",2021,31,"2021-08-02","LC","L","Pipiens",36,"0","55.55","0","SE","40.51138","-105.01987"
"CSU16569","FC-031",2021,31,"2021-08-02","LC","L","Tarsalis",50,"0","55.55","0","SE","40.50609","-105.03942"
"CSU16570","FC-031",2021,31,"2021-08-02","LC","L","Tarsalis",50,"0","55.55","0","SE","40.50609","-105.03942"
"CSU16571","FC-031",2021,31,"2021-08-02","LC","L","Tarsalis",32,"0","55.55","0","SE","40.50609","-105.03942"
"CSU16572","FC-031",2021,31,"2021-08-02","LC","L","Pipiens",15,"0","55.55","0","SE","40.50609","-105.03942"
"CSU16573","FC-047",2021,31,"2021-08-02","LC","L","Tarsalis",42,"0","55.55","0","SE","40.51551","-105.05292"
"CSU16574","FC-047",2021,31,"2021-08-02","LC","L","Pipiens",7,"0","55.55","0","SE","40.51551","-105.05292"
"CSU16575","FC-027",2021,31,"2021-08-02","LC","L","Tarsalis",50,"0","55.55","0","SE","40.54651","-105.03359"
"CSU16576","FC-027",2021,31,"2021-08-02","LC","L","Tarsalis",50,"0","55.55","0","SE","40.54651","-105.03359"
"CSU16577","FC-027",2021,31,"2021-08-02","LC","L","Tarsalis",50,"1","20.84441","1","SE","40.54651","-105.03359"
"CSU16578","FC-027",2021,31,"2021-08-02","LC","L","Tarsalis",39,"0","55.55","0","SE","40.54651","-105.03359"
"CSU16579","FC-027",2021,31,"2021-08-02","LC","L","Pipiens",50,"0","55.55","0","SE","40.54651","-105.03359"
"CSU16580","FC-027",2021,31,"2021-08-02","LC","L","Pipiens",34,"1","22.1922","1","SE","40.54651","-105.03359"
"CSU16581","FC-053",2021,31,"2021-08-02","LC","L","Tarsalis",50,"0","55.55","0","SE","40.49942","-105.01183"
"CSU16582","FC-053",2021,31,"2021-08-02","LC","L","Tarsalis",50,"1","24.80189","1","SE","40.49942","-105.01183"
"CSU16583","FC-053",2021,31,"2021-08-02","LC","L","Tarsalis",4,"0","55.55","0","SE","40.49942","-105.01183"
"CSU16584","FC-023",2021,31,"2021-08-02","LC","L","Tarsalis",39,"0","55.55","0","SE","40.54466","-105.0641"
"CSU16585","FC-023",2021,31,"2021-08-02","LC","L","Pipiens",8,"0","55.55","0","SE","40.54466","-105.0641"
"CSU16586","FC-059",2021,31,"2021-08-02","LC","L","Tarsalis",13,"0","55.55","0","SE","40.5426","-105.04604"
"CSU16587","FC-059",2021,31,"2021-08-02","LC","L","Pipiens",12,"0","55.55","0","SE","40.5426","-105.04604"
"CSU16588","FC-064",2021,31,"2021-08-02","LC","L","Tarsalis",50,"0","55.55","0","SE","40.49868","-105.0298"
"CSU16589","FC-064",2021,31,"2021-08-02","LC","L","Tarsalis",6,"0","55.55","0","SE","40.49868","-105.0298"
"CSU16590","FC-074",2021,31,"2021-08-02","LC","L","Tarsalis",50,"1","27.16825","1","SE","40.51432","-105.00249"
"CSU16591","FC-074",2021,31,"2021-08-02","LC","L","Tarsalis",22,"0","55.55","0","SE","40.51432","-105.00249"
"CSU16592","FC-074",2021,31,"2021-08-02","LC","L","Pipiens",14,"0","55.55","0","SE","40.51432","-105.00249"
"CSU16593","FC-004",2021,31,"2021-08-02","LC","L","Tarsalis",50,"1","19.41676","1","SE","40.53486","-105.03733"
"CSU16594","FC-004",2021,31,"2021-08-02","LC","L","Tarsalis",16,"0","55.55","0","SE","40.53486","-105.03733"
"CSU16595","FC-004",2021,31,"2021-08-02","LC","L","Pipiens",22,"0","55.55","0","SE","40.53486","-105.03733"
"CSU16483","LV-069",2021,31,"2021-08-01","LC","L","Tarsalis",50,"0","55.55","0","LV","40.428924","-105.058221"
"CSU16484","LV-069",2021,31,"2021-08-01","LC","L","Tarsalis",33,"0","55.55","0","LV","40.428924","-105.058221"
"CSU16485","LV-069",2021,31,"2021-08-01","LC","L","Pipiens",2,"1","19.64409","1","LV","40.428924","-105.058221"
"CSU16486","LV-095",2021,31,"2021-08-01","LC","L","Tarsalis",50,"0","55.55","0","LV","40.444118","-105.022166"
"CSU16487","LV-095",2021,31,"2021-08-01","LC","L","Tarsalis",50,"0","55.55","0","LV","40.444118","-105.022166"
"CSU16488","LV-095",2021,31,"2021-08-01","LC","L","Tarsalis",50,"0","55.55","0","LV","40.444118","-105.022166"
"CSU16489","LV-095",2021,31,"2021-08-01","LC","L","Tarsalis",50,"0","55.55","0","LV","40.444118","-105.022166"
"CSU16490","LV-095",2021,31,"2021-08-01","LC","L","Tarsalis",50,"0","55.55","0","LV","40.444118","-105.022166"
"CSU16491","LV-095",2021,31,"2021-08-01","LC","L","Tarsalis",18,"0","55.55","0","LV","40.444118","-105.022166"
"CSU16492","LV-095",2021,31,"2021-08-01","LC","L","Pipiens",48,"0","55.55","0","LV","40.444118","-105.022166"
"CSU16493","FC-069",2021,31,"2021-08-01","LC","L","Tarsalis",25,"0","55.55","0","NE","40.61438","-105.0527"
"CSU16494","FC-069",2021,31,"2021-08-01","LC","L","Pipiens",2,"0","55.55","0","NE","40.61438","-105.0527"
"CSU16495","FC-038",2021,31,"2021-08-01","LC","L","Tarsalis",48,"0","55.55","0","NE","40.59911","-105.00623"
"CSU16496","FC-038",2021,31,"2021-08-01","LC","L","Pipiens",13,"0","55.55","0","NE","40.59911","-105.00623"
"CSU16497","FC-034",2021,31,"2021-08-01","LC","L","Tarsalis",50,"0","55.55","0","NE","40.62556","-105.05009"
"CSU16498","FC-034",2021,31,"2021-08-01","LC","L","Tarsalis",50,"1","22.52548","1","NE","40.62556","-105.05009"
"CSU16499","FC-034",2021,31,"2021-08-01","LC","L","Tarsalis",50,"0","55.55","0","NE","40.62556","-105.05009"
"CSU16500","FC-034",2021,31,"2021-08-01","LC","L","Tarsalis",50,"0","55.55","0","NE","40.62556","-105.05009"
"CSU16501","FC-034",2021,31,"2021-08-01","LC","L","Tarsalis",39,"0","55.55","0","NE","40.62556","-105.05009"
"CSU16502","FC-034",2021,31,"2021-08-01","LC","L","Pipiens",11,"0","34.02332","0","NE","40.62556","-105.05009"
"CSU16503","FC-040GR",2021,31,"2021-08-01","LC","G","Pipiens",22,"0","55.55","0","NE","40.60326","-105.06553"
"CSU16504","FC-040",2021,31,"2021-08-01","LC","L","Tarsalis",50,"0","55.55","0","NE","40.60326","-105.06554"
"CSU16505","FC-040",2021,31,"2021-08-01","LC","L","Tarsalis",50,"0","55.55","0","NE","40.60326","-105.06554"
"CSU16506","FC-040",2021,31,"2021-08-01","LC","L","Tarsalis",4,"0","55.55","0","NE","40.60326","-105.06554"
"CSU16507","FC-040",2021,31,"2021-08-01","LC","L","Pipiens",22,"0","55.55","0","NE","40.60326","-105.06554"
"CSU16508","FC-036",2021,31,"2021-08-01","LC","L","Tarsalis",22,"0","55.55","0","NW","40.600766","-105.079837"
"CSU16509","FC-036",2021,31,"2021-08-01","LC","L","Pipiens",11,"0","55.55","0","NW","40.600766","-105.079837"
"CSU16510","FC-006",2021,31,"2021-08-01","LC","L","Tarsalis",23,"0","55.55","0","NE","40.592328","-105.066295"
"CSU16511","FC-006",2021,31,"2021-08-01","LC","L","Pipiens",12,"0","55.55","0","NE","40.592328","-105.066295"
"CSU16512","FC-092GR",2021,31,"2021-08-01","LC","G","Pipiens",29,"0","31.62625","0","NE","40.58407","-105.06497"
"CSU16513","FC-019",2021,31,"2021-08-01","LC","L","Tarsalis",29,"0","55.55","0","NE","40.565586","-105.05203"
"CSU16514","FC-019",2021,31,"2021-08-01","LC","L","Pipiens",31,"0","55.55","0","NE","40.565586","-105.05203"
"CSU16515","FC-091GR",2021,31,"2021-08-01","LC","G","Pipiens",25,"0","55.55","0","NE","40.57052","-105.05457"
"CSU16516","FC-072",2021,31,"2021-08-01","LC","L","Tarsalis",50,"0","55.55","0","NE","40.56953","-105.07117"
"CSU16517","FC-072",2021,31,"2021-08-01","LC","L","Tarsalis",50,"0","55.55","0","NE","40.56953","-105.07117"
"CSU16518","FC-072",2021,31,"2021-08-01","LC","L","Tarsalis",38,"0","55.55","0","NE","40.56953","-105.07117"
"CSU16519","FC-072",2021,31,"2021-08-01","LC","L","Pipiens",50,"0","55.55","0","NE","40.56953","-105.07117"
"CSU16520","FC-066GR",2021,31,"2021-08-01","LC","G","Pipiens",7,"0","55.55","0","NE","40.55873","-105.02318"
"CSU16521","FC-067",2021,31,"2021-08-01","LC","L","Tarsalis",50,"0","55.55","0","NE","40.57881","-105.05592"
"CSU16522","FC-067",2021,31,"2021-08-01","LC","L","Tarsalis",50,"0","55.55","0","NE","40.57881","-105.05592"
"CSU16523","FC-067",2021,31,"2021-08-01","LC","L","Tarsalis",10,"0","35.53374","0","NE","40.57881","-105.05592"
"CSU16524","FC-067",2021,31,"2021-08-01","LC","L","Pipiens",35,"0","55.55","0","NE","40.57881","-105.05592"
"CSU16525","FC-014",2021,31,"2021-08-01","LC","L","Tarsalis",50,"0","55.55","0","NE","40.56359","-105.006562"
"CSU16526","FC-014",2021,31,"2021-08-01","LC","L","Tarsalis",50,"0","55.55","0","NE","40.56359","-105.006562"
"CSU16527","FC-014",2021,31,"2021-08-01","LC","L","Tarsalis",50,"0","55.55","0","NE","40.56359","-105.006562"
"CSU16528","FC-014",2021,31,"2021-08-01","LC","L","Tarsalis",11,"0","55.55","0","NE","40.56359","-105.006562"
"CSU16529","FC-014",2021,31,"2021-08-01","LC","L","Pipiens",50,"0","55.55","0","NE","40.56359","-105.006562"
"CSU16530","FC-014",2021,31,"2021-08-01","LC","L","Pipiens",50,"0","55.55","0","NE","40.56359","-105.006562"
"CSU16531","FC-014",2021,31,"2021-08-01","LC","L","Pipiens",50,"0","55.55","0","NE","40.56359","-105.006562"
"CSU16532","FC-014",2021,31,"2021-08-01","LC","L","Pipiens",50,"0","55.55","0","NE","40.56359","-105.006562"
"CSU16533","FC-014",2021,31,"2021-08-01","LC","L","Pipiens",50,"0","55.55","0","NE","40.56359","-105.006562"
"CSU16534","FC-014",2021,31,"2021-08-01","LC","L","Pipiens",32,"0","55.55","0","NE","40.56359","-105.006562"
"CSU16535","FC-066",2021,31,"2021-08-01","LC","L","Tarsalis",50,"1","21.39787","1","NE","40.55873","-105.02318"
"CSU16536","FC-066",2021,31,"2021-08-01","LC","L","Tarsalis",50,"0","55.55","0","NE","40.55873","-105.02318"
"CSU16537","FC-066",2021,31,"2021-08-01","LC","L","Tarsalis",16,"0","55.55","0","NE","40.55873","-105.02318"
"CSU16538","FC-066",2021,31,"2021-08-01","LC","L","Pipiens",50,"0","55.55","0","NE","40.55873","-105.02318"
"CSU16539","FC-066",2021,31,"2021-08-01","LC","L","Pipiens",50,"0","55.55","0","NE","40.55873","-105.02318"
"CSU16540","FC-066",2021,31,"2021-08-01","LC","L","Pipiens",50,"0","55.55","0","NE","40.55873","-105.02318"
"CSU16541","FC-066",2021,31,"2021-08-01","LC","L","Pipiens",50,"0","55.55","0","NE","40.55873","-105.02318"
"CSU16542","FC-066",2021,31,"2021-08-01","LC","L","Pipiens",50,"0","55.55","0","NE","40.55873","-105.02318"
"CSU16543","FC-066",2021,31,"2021-08-01","LC","L","Pipiens",50,"0","55.55","0","NE","40.55873","-105.02318"
"CSU16544","FC-066",2021,31,"2021-08-01","LC","L","Pipiens",50,"0","55.55","0","NE","40.55873","-105.02318"
"CSU16545","FC-066",2021,31,"2021-08-01","LC","L","Pipiens",25,"0","55.55","0","NE","40.55873","-105.02318"
"CSU16444","FC-057",2021,30,"2021-07-28","LC","L","Tarsalis",17,"0","55.55","0","SW","40.48439","-105.10524"
"CSU16445","FC-071",2021,30,"2021-07-28","LC","L","Tarsalis",18,"0","55.55","0","SW","40.52733","-105.10821"
"CSU16446","FC-062",2021,30,"2021-07-28","LC","L","Tarsalis",50,"0","55.55","0","SW","40.54278","-105.08741"
"CSU16447","FC-062",2021,30,"2021-07-28","LC","L","Tarsalis",33,"1","13.38896","1","SW","40.54278","-105.08741"
"CSU16448","FC-062",2021,30,"2021-07-28","LC","L","Pipiens",15,"0","55.55","0","SW","40.54278","-105.08741"
"CSU16449","FC-093",2021,30,"2021-07-28","LC","L","Tarsalis",50,"0","55.55","0","SW","40.53186","-105.08825"
"CSU16450","FC-093",2021,30,"2021-07-28","LC","L","Tarsalis",45,"1","12.72137","1","SW","40.53186","-105.08825"
"CSU16451","FC-093",2021,30,"2021-07-28","LC","L","Pipiens",2,"0","55.55","0","SW","40.53186","-105.08825"
"CSU16452","FC-089GR",2021,30,"2021-07-28","LC","G","Pipiens",50,"0","55.55","0","SW","40.53631","-105.10056"
"CSU16453","FC-089GR",2021,30,"2021-07-28","LC","G","Pipiens",50,"0","55.55","0","SW","40.53631","-105.10056"
"CSU16454","FC-089GR",2021,30,"2021-07-28","LC","G","Pipiens",15,"0","55.55","0","SW","40.53631","-105.10056"
"CSU16455","FC-068",2021,30,"2021-07-28","LC","L","Tarsalis",50,"0","55.55","0","SW","40.516","-105.08547"
"CSU16456","FC-068",2021,30,"2021-07-28","LC","L","Tarsalis",12,"0","55.55","0","SW","40.516","-105.08547"
"CSU16457","FC-068",2021,30,"2021-07-28","LC","L","Pipiens",2,"0","55.55","0","SW","40.516","-105.08547"
"CSU16458","FC-029",2021,30,"2021-07-28","LC","L","Tarsalis",50,"0","55.55","0","SE","40.51011","-105.06935"
"CSU16459","FC-029",2021,30,"2021-07-28","LC","L","Tarsalis",34,"0","55.55","0","SE","40.51011","-105.06935"
"CSU16460","FC-029",2021,30,"2021-07-28","LC","L","Pipiens",9,"0","22.91591","0","SE","40.51011","-105.06935"
"CSU16461","FC-029GR",2021,30,"2021-07-28","LC","G","Pipiens",50,"1","11.30254","1","SE","40.51101","-105.06937"
"CSU16462","FC-029GR",2021,30,"2021-07-28","LC","G","Pipiens",50,"0","30.09632","0","SE","40.51101","-105.06937"
"CSU16463","FC-029GR",2021,30,"2021-07-28","LC","G","Pipiens",50,"0","55.55","0","SE","40.51101","-105.06937"
"CSU16464","FC-029GR",2021,30,"2021-07-28","LC","G","Pipiens",18,"0","55.55","0","SE","40.51101","-105.06937"
"CSU16465","FC-037",2021,30,"2021-07-28","LC","L","Tarsalis",50,"0","55.55","0","SW","40.51668","-105.09808"
"CSU16466","FC-037",2021,30,"2021-07-28","LC","L","Tarsalis",50,"0","55.55","0","SW","40.51668","-105.09808"
"CSU16467","FC-037",2021,30,"2021-07-28","LC","L","Tarsalis",38,"0","55.55","0","SW","40.51668","-105.09808"
"CSU16468","FC-037",2021,30,"2021-07-28","LC","L","Pipiens",5,"0","55.55","0","SW","40.51668","-105.09808"
"CSU16469","FC-001",2021,30,"2021-07-28","LC","L","Tarsalis",50,"0","55.55","0","SW","40.49087","-105.08257"
"CSU16470","FC-001",2021,30,"2021-07-28","LC","L","Tarsalis",50,"0","55.55","0","SW","40.49087","-105.08257"
"CSU16471","FC-001",2021,30,"2021-07-28","LC","L","Tarsalis",5,"0","55.55","0","SW","40.49087","-105.08257"
"CSU16472","FC-001",2021,30,"2021-07-28","LC","L","Pipiens",26,"0","55.55","0","SW","40.49087","-105.08257"
"CSU16473","FC-054",2021,30,"2021-07-28","LC","L","Tarsalis",50,"0","55.55","0","SE","40.49998","-105.0632"
"CSU16474","FC-054",2021,30,"2021-07-28","LC","L","Tarsalis",50,"0","55.55","0","SE","40.49998","-105.0632"
"CSU16475","FC-054",2021,30,"2021-07-28","LC","L","Tarsalis",50,"0","55.55","0","SE","40.49998","-105.0632"
"CSU16476","FC-054",2021,30,"2021-07-28","LC","L","Tarsalis",50,"0","55.55","0","SE","40.49998","-105.0632"
"CSU16477","FC-054",2021,30,"2021-07-28","LC","L","Tarsalis",50,"0","55.55","0","SE","40.49998","-105.0632"
"CSU16478","FC-054",2021,30,"2021-07-28","LC","L","Tarsalis",50,"0","55.55","0","SE","40.49998","-105.0632"
"CSU16479","FC-054",2021,30,"2021-07-28","LC","L","Tarsalis",50,"0","55.55","0","SE","40.49998","-105.0632"
"CSU16480","FC-054",2021,30,"2021-07-28","LC","L","Tarsalis",37,"0","55.55","0","SE","40.49998","-105.0632"
"CSU16481","FC-054",2021,30,"2021-07-28","LC","L","Pipiens",50,"0","55.55","0","SE","40.49998","-105.0632"
"CSU16482","FC-054",2021,30,"2021-07-28","LC","L","Pipiens",14,"0","55.55","0","SE","40.49998","-105.0632"
"CSU16384","LV-020",2021,30,"2021-07-27","LC","L","Tarsalis",50,"0","55.55","0","LV","40.373964","-105.11349"
"CSU16385","LV-020",2021,30,"2021-07-27","LC","L","Tarsalis",43,"0","55.55","0","LV","40.373964","-105.11349"
"CSU16386","LC-053",2021,30,"2021-07-27","LC","L","Tarsalis",50,"0","55.55","0","LC","40.320553","-105.094569"
"CSU16387","LC-053",2021,30,"2021-07-27","LC","L","Tarsalis",50,"0","55.55","0","LC","40.320553","-105.094569"
"CSU16388","LC-053",2021,30,"2021-07-27","LC","L","Tarsalis",50,"0","55.55","0","LC","40.320553","-105.094569"
"CSU16389","LC-053",2021,30,"2021-07-27","LC","L","Tarsalis",49,"1","16.596","1","LC","40.320553","-105.094569"
"CSU16390","WC-055",2021,30,"2021-07-27","WC","L","Tarsalis",50,"0","27.01525","0","WC","40.28918345","-104.9915449"
"CSU16391","WC-055",2021,30,"2021-07-27","WC","L","Tarsalis",39,"0","55.55","0","WC","40.28918345","-104.9915449"
"CSU16392","WC-055",2021,30,"2021-07-27","WC","L","Pipiens",2,"0","55.55","0","WC","40.28918345","-104.9915449"
"CSU16393","LC-001",2021,30,"2021-07-27","LC","L","Tarsalis",50,"0","55.55","0","LC","40.302587","-105.084057"
"CSU16394","LC-001",2021,30,"2021-07-27","LC","L","Tarsalis",50,"0","55.55","0","LC","40.302587","-105.084057"
"CSU16395","LC-001",2021,30,"2021-07-27","LC","L","Tarsalis",50,"0","55.55","0","LC","40.302587","-105.084057"
"CSU16396","LC-001",2021,30,"2021-07-27","LC","L","Tarsalis",5,"0","55.55","0","LC","40.302587","-105.084057"
"CSU16397","LC-001",2021,30,"2021-07-27","LC","L","Pipiens",29,"0","55.55","0","LC","40.302587","-105.084057"
"CSU16398","LC-054",2021,30,"2021-07-27","LC","L","Tarsalis",50,"0","55.55","0","LC","40.343955","-105.102766"
"CSU16399","LC-054",2021,30,"2021-07-27","LC","L","Tarsalis",50,"0","55.55","0","LC","40.343955","-105.102766"
"CSU16400","LC-054",2021,30,"2021-07-27","LC","L","Tarsalis",50,"0","55.55","0","LC","40.343955","-105.102766"
"CSU16401","LC-054",2021,30,"2021-07-27","LC","L","Tarsalis",50,"0","55.55","0","LC","40.343955","-105.102766"
"CSU16402","LC-054",2021,30,"2021-07-27","LC","L","Tarsalis",50,"0","55.55","0","LC","40.343955","-105.102766"
"CSU16403","LC-054",2021,30,"2021-07-27","LC","L","Tarsalis",50,"1","16.98317","1","LC","40.343955","-105.102766"
"CSU16404","LC-054",2021,30,"2021-07-27","LC","L","Tarsalis",50,"0","55.55","0","LC","40.343955","-105.102766"
"CSU16405","LC-054",2021,30,"2021-07-27","LC","L","Tarsalis",17,"0","55.55","0","LC","40.343955","-105.102766"
"CSU16406","LC-054",2021,30,"2021-07-27","LC","L","Pipiens",50,"0","55.55","0","LC","40.343955","-105.102766"
"CSU16407","LC-054",2021,30,"2021-07-27","LC","L","Pipiens",21,"0","55.55","0","LC","40.343955","-105.102766"
"CSU16408","LC-049",2021,30,"2021-07-27","LC","L","Tarsalis",50,"0","55.55","0","LC","40.312995","-105.078728"
"CSU16409","LC-049",2021,30,"2021-07-27","LC","L","Tarsalis",50,"0","55.55","0","LC","40.312995","-105.078728"
"CSU16410","LC-049",2021,30,"2021-07-27","LC","L","Tarsalis",50,"0","55.55","0","LC","40.312995","-105.078728"
"CSU16411","LC-049",2021,30,"2021-07-27","LC","L","Tarsalis",33,"0","55.55","0","LC","40.312995","-105.078728"
"CSU16412","LC-049",2021,30,"2021-07-27","LC","L","Pipiens",5,"0","55.55","0","LC","40.312995","-105.078728"
"CSU16413","FC-015",2021,30,"2021-07-27","LC","L","Tarsalis",22,"0","55.55","0","NW","40.5598","-105.12409"
"CSU16414","FC-015",2021,30,"2021-07-27","LC","L","Pipiens",2,"0","55.55","0","NW","40.5598","-105.12409"
"CSU16415","FC-063GR",2021,30,"2021-07-27","LC","G","Tarsalis",1,"0","55.55","0","NW","40.56568","-105.10505"
"CSU16416","FC-063GR",2021,30,"2021-07-27","LC","G","Pipiens",50,"0","55.55","0","NW","40.56568","-105.10505"
"CSU16417","FC-063GR",2021,30,"2021-07-27","LC","G","Pipiens",50,"0","55.55","0","NW","40.56568","-105.10505"
"CSU16418","FC-063GR",2021,30,"2021-07-27","LC","G","Pipiens",6,"0","55.55","0","NW","40.56568","-105.10505"
"CSU16419","FC-049",2021,30,"2021-07-27","LC","L","Tarsalis",48,"0","55.55","0","NW","40.57324","-105.13949"
"CSU16420","FC-049",2021,30,"2021-07-27","LC","L","Pipiens",8,"0","55.55","0","NW","40.57324","-105.13949"
"CSU16421","FC-060",2021,30,"2021-07-27","LC","L","Tarsalis",25,"0","55.55","0","SW","40.5487","-105.12019"
"CSU16422","FC-060",2021,30,"2021-07-27","LC","L","Pipiens",10,"0","55.55","0","SW","40.5487","-105.12019"
"CSU16423","FC-061",2021,30,"2021-07-27","LC","L","Tarsalis",50,"0","55.55","0","NW","40.5688","-105.09165"
"CSU16424","FC-061",2021,30,"2021-07-27","LC","L","Tarsalis",50,"0","55.55","0","NW","40.5688","-105.09165"
"CSU16425","FC-061",2021,30,"2021-07-27","LC","L","Tarsalis",38,"0","55.55","0","NW","40.5688","-105.09165"
"CSU16426","FC-061",2021,30,"2021-07-27","LC","L","Pipiens",11,"0","55.55","0","NW","40.5688","-105.09165"
"CSU16427","FC-052",2021,30,"2021-07-27","LC","L","Tarsalis",39,"0","55.55","0","NW","40.56163","-105.08703"
"CSU16428","FC-052",2021,30,"2021-07-27","LC","L","Pipiens",6,"0","55.55","0","NW","40.56163","-105.08703"
"CSU16429","FC-090GR",2021,30,"2021-07-27","LC","G","Pipiens",50,"0","55.55","0","NW","40.58196","-105.11136"
"CSU16430","FC-090GR",2021,30,"2021-07-27","LC","G","Pipiens",34,"0","55.55","0","NW","40.58196","-105.11136"
"CSU16431","FC-058",2021,30,"2021-07-27","LC","L","Tarsalis",20,"0","55.55","0","SW","40.54884","-105.12533"
"CSU16432","FC-041",2021,30,"2021-07-27","LC","L","Tarsalis",50,"0","55.55","0","NW","40.58794","-105.10486"
"CSU16433","FC-041",2021,30,"2021-07-27","LC","L","Tarsalis",50,"0","55.55","0","NW","40.58794","-105.10486"
"CSU16434","FC-041",2021,30,"2021-07-27","LC","L","Tarsalis",50,"0","55.55","0","NW","40.58794","-105.10486"
"CSU16435","FC-041",2021,30,"2021-07-27","LC","L","Tarsalis",11,"0","55.55","0","NW","40.58794","-105.10486"
