"year","zone","week","n_trap","spp","mosq","abund"
2022,"NE",37,10,"Pipiens",1157,115.7
2022,"NE",37,10,"Tarsalis",49,4.9
2022,"NW",23,5,"Pipiens",2,0.4
2022,"NW",23,5,"Tarsalis",14,2.8
2022,"NW",24,8,"Pipiens",13,1.6
2022,"NW",24,8,"Tarsalis",69,8.6
2022,"NW",25,6,"Pipiens",7,1.2
2022,"NW",25,6,"Tarsalis",18,3
2022,"NW",26,8,"Pipiens",31,3.9
2022,"NW",26,8,"Tarsalis",34,4.2
2022,"NW",27,9,"Pipiens",27,3
2022,"NW",27,9,"Tarsalis",72,8
2022,"NW",28,9,"Pipiens",21,2.3
2022,"NW",28,9,"Tarsalis",445,49.4
2022,"NW",29,9,"Pipiens",50,5.6
2022,"NW",29,9,"Tarsalis",427,47.4
2022,"NW",30,9,"Pipiens",61,6.8
2022,"NW",30,9,"Tarsalis",204,22.7
2022,"NW",31,9,"Pipiens",63,7
2022,"NW",31,9,"Tarsalis",284,31.6
2022,"NW",32,9,"Pipiens",55,6.1
2022,"NW",32,9,"Tarsalis",233,25.9
2022,"NW",33,9,"Pipiens",100,11.1
2022,"NW",33,9,"Tarsalis",156,17.3
2022,"NW",34,9,"Pipiens",140,15.6
2022,"NW",34,9,"Tarsalis",420,46.7
2022,"NW",35,9,"Pipiens",65,7.2
2022,"NW",35,9,"Tarsalis",96,10.7
2022,"NW",36,8,"Pipiens",31,3.9
2022,"NW",36,8,"Tarsalis",25,3.1
2022,"NW",37,9,"Pipiens",31,3.4
2022,"NW",37,9,"Tarsalis",11,1.2
2022,"SE",23,12,"Pipiens",4,0.3
2022,"SE",23,12,"Tarsalis",83,6.9
2022,"SE",24,12,"Pipiens",4,0.3
2022,"SE",24,12,"Tarsalis",81,6.8
2022,"SE",25,14,"Pipiens",8,0.6
2022,"SE",25,14,"Tarsalis",138,9.9
2022,"SE",26,15,"Pipiens",50,3.3
2022,"SE",26,15,"Tarsalis",371,24.7
2022,"SE",27,15,"Pipiens",36,2.4
2022,"SE",27,15,"Tarsalis",1405,93.7
2022,"SE",28,15,"Pipiens",59,3.9
2022,"SE",28,15,"Tarsalis",1533,102.2
2022,"SE",29,15,"Pipiens",69,4.6
2022,"SE",29,15,"Tarsalis",1578,105.2
2022,"SE",30,15,"Pipiens",184,12.3
2022,"SE",30,15,"Tarsalis",698,46.5
2022,"SE",31,15,"Pipiens",268,17.9
2022,"SE",31,15,"Tarsalis",550,36.7
2022,"SE",32,15,"Pipiens",300,20
2022,"SE",32,15,"Tarsalis",688,45.9
2022,"SE",33,16,"Pipiens",652,40.8
2022,"SE",33,16,"Tarsalis",734,45.9
2022,"SE",34,14,"Pipiens",407,29.1
2022,"SE",34,14,"Tarsalis",463,33.1
2022,"SE",35,15,"Pipiens",460,30.7
2022,"SE",35,15,"Tarsalis",264,17.6
2022,"SE",36,15,"Pipiens",314,20.9
2022,"SE",36,15,"Tarsalis",60,4
2022,"SE",37,15,"Pipiens",395,26.3
2022,"SE",37,15,"Tarsalis",39,2.6
2022,"SW",23,5,"Pipiens",2,0.4
2022,"SW",23,5,"Tarsalis",19,3.8
2022,"SW",24,6,"Pipiens",5,0.8
2022,"SW",24,6,"Tarsalis",24,4
2022,"SW",25,6,"Pipiens",2,0.3
2022,"SW",25,6,"Tarsalis",20,3.3
2022,"SW",26,6,"Pipiens",1,0.2
2022,"SW",26,6,"Tarsalis",12,2
2022,"SW",27,9,"Pipiens",6,0.7
2022,"SW",27,9,"Tarsalis",111,12.3
2022,"SW",28,9,"Pipiens",9,1
2022,"SW",28,9,"Tarsalis",447,49.7
2022,"SW",29,9,"Pipiens",35,3.9
2022,"SW",29,9,"Tarsalis",431,47.9
2022,"SW",30,7,"Pipiens",20,2.9
2022,"SW",30,7,"Tarsalis",183,26.1
2022,"SW",31,9,"Pipiens",57,6.3
2022,"SW",31,9,"Tarsalis",202,22.4
2022,"SW",32,9,"Pipiens",111,12.3
2022,"SW",32,9,"Tarsalis",604,67.1
2022,"SW",33,9,"Pipiens",100,11.1
2022,"SW",33,9,"Tarsalis",241,26.8
2022,"SW",34,10,"Pipiens",431,43.1
2022,"SW",34,10,"Tarsalis",261,26.1
2022,"SW",35,9,"Pipiens",72,8
2022,"SW",35,9,"Tarsalis",99,11
2022,"SW",36,8,"Pipiens",12,1.5
2022,"SW",36,8,"Tarsalis",20,2.5
2022,"SW",37,8,"Pipiens",25,3.1
2022,"SW",37,8,"Tarsalis",41,5.1
2022,"WC",24,1,"Tarsalis",5,5
2022,"WC",26,1,"Tarsalis",1,1
2022,"WC",27,1,"Pipiens",1,1
2022,"WC",27,1,"Tarsalis",5,5
2022,"WC",28,1,"Tarsalis",3,3
2022,"WC",29,1,"Tarsalis",19,19
2022,"WC",30,1,"Tarsalis",12,12
2022,"WC",31,1,"Tarsalis",22,22
2022,"WC",32,1,"Tarsalis",67,67
2022,"WC",33,1,"Pipiens",3,3
2022,"WC",33,1,"Tarsalis",24,24
2022,"WC",34,1,"Tarsalis",7,7
2022,"WC",35,1,"Pipiens",1,1
2022,"WC",35,1,"Tarsalis",11,11
2023,"BC",25,5,"Tarsalis",120,24
2023,"BC",26,5,"Tarsalis",225,45
2023,"BC",27,5,"Tarsalis",343,68.6
2023,"BC",28,6,"Tarsalis",294,49
2023,"BC",29,5,"Pipiens",49,9.8
2023,"BC",29,5,"Tarsalis",245,49
2023,"BC",30,6,"Tarsalis",294,49
2023,"BC",31,6,"Tarsalis",564,94
2023,"BC",32,5,"Tarsalis",237,47.4
2023,"BC",33,5,"Tarsalis",181,36.2
2023,"BC",34,5,"Tarsalis",211,42.2
2023,"BC",35,5,"Pipiens",30,6
2023,"BC",35,5,"Tarsalis",25,5
2023,"BC",36,5,"Tarsalis",13,2.6
2023,"LC",23,4,"Tarsalis",47,11.8
2023,"LC",24,4,"Pipiens",4,1
2023,"LC",24,4,"Tarsalis",51,12.8
2023,"LC",25,4,"Pipiens",7,1.8
2023,"LC",25,4,"Tarsalis",467,116.8
2023,"LC",26,4,"Pipiens",5,1.2
2023,"LC",26,4,"Tarsalis",467,116.8
2023,"LC",27,4,"Pipiens",6,1.5
2023,"LC",27,4,"Tarsalis",550,137.5
2023,"LC",28,4,"Pipiens",54,13.5
2023,"LC",28,4,"Tarsalis",553,138.2
2023,"LC",29,4,"Pipiens",31,7.8
2023,"LC",29,4,"Tarsalis",572,143
2023,"LC",30,4,"Pipiens",24,6
2023,"LC",30,4,"Tarsalis",386,96.5
2023,"LC",31,4,"Pipiens",40,10
2023,"LC",31,4,"Tarsalis",189,47.2
2023,"LC",32,4,"Pipiens",35,8.8
2023,"LC",32,4,"Tarsalis",460,115
2023,"LC",33,4,"Pipiens",73,18.2
2023,"LC",33,4,"Tarsalis",244,61
2023,"LC",34,4,"Pipiens",59,14.8
2023,"LC",34,4,"Tarsalis",163,40.8
2023,"LC",35,4,"Pipiens",46,11.5
2023,"LC",35,4,"Tarsalis",57,14.2
2023,"LV",23,6,"Pipiens",5,0.8
2023,"LV",23,6,"Tarsalis",152,25.3
2023,"LV",24,6,"Pipiens",7,1.2
2023,"LV",24,6,"Tarsalis",185,30.8
2023,"LV",25,6,"Pipiens",10,1.7
2023,"LV",25,6,"Tarsalis",561,93.5
2023,"LV",26,6,"Pipiens",21,3.5
2023,"LV",26,6,"Tarsalis",1759,293.2
2023,"LV",27,6,"Pipiens",101,16.8
2023,"LV",27,6,"Tarsalis",3233,538.8
2023,"LV",28,6,"Pipiens",43,7.2
2023,"LV",28,6,"Tarsalis",807,134.5
2023,"LV",29,6,"Pipiens",20,3.3
2023,"LV",29,6,"Tarsalis",900,150
2023,"LV",30,5,"Pipiens",18,3.6
2023,"LV",30,5,"Tarsalis",690,138
2023,"LV",31,6,"Pipiens",25,4.2
2023,"LV",31,6,"Tarsalis",585,97.5
2023,"LV",32,6,"Pipiens",146,24.3
2023,"LV",32,6,"Tarsalis",481,80.2
2023,"LV",33,6,"Pipiens",116,19.3
2023,"LV",33,6,"Tarsalis",500,83.3
2023,"LV",34,6,"Pipiens",139,23.2
2023,"LV",34,6,"Tarsalis",344,57.3
2023,"LV",35,6,"Pipiens",110,18.3
2023,"LV",35,6,"Tarsalis",242,40.3
2023,"LV",36,5,"Pipiens",55,11
2023,"LV",36,5,"Tarsalis",46,9.2
2023,"NE",23,5,"Pipiens",3,0.6
2023,"NE",23,5,"Tarsalis",7,1.4
2023,"NE",24,9,"Pipiens",7,0.8
2023,"NE",24,9,"Tarsalis",20,2.2
2023,"NE",25,10,"Pipiens",21,2.1
2023,"NE",25,10,"Tarsalis",126,12.6
2023,"NE",26,10,"Pipiens",100,10
2023,"NE",26,10,"Tarsalis",1185,118.5
2023,"NE",27,10,"Pipiens",109,10.9
2023,"NE",27,10,"Tarsalis",1934,193.4
2023,"NE",28,10,"Pipiens",222,22.2
2023,"NE",28,10,"Tarsalis",1061,106.1
2023,"NE",29,10,"Pipiens",265,26.5
2023,"NE",29,10,"Tarsalis",4469,446.9
2023,"NE",30,10,"Pipiens",504,50.4
2023,"NE",30,10,"Tarsalis",2769,276.9
2023,"NE",31,10,"Pipiens",106,10.6
2023,"NE",31,10,"Tarsalis",179,17.9
2023,"NE",32,10,"Pipiens",157,15.7
2023,"NE",32,10,"Tarsalis",210,21
2023,"NE",33,10,"Pipiens",199,19.9
2023,"NE",33,10,"Tarsalis",205,20.5
2023,"NE",34,10,"Pipiens",67,6.7
2023,"NE",34,10,"Tarsalis",131,13.1
2023,"NE",35,10,"Pipiens",164,16.4
2023,"NE",35,10,"Tarsalis",67,6.7
2023,"NE",36,7,"Pipiens",204,29.1
2023,"NE",36,7,"Tarsalis",22,3.1
2023,"NE",37,6,"Pipiens",312,52
2023,"NE",37,6,"Tarsalis",11,1.8
2023,"NW",23,7,"Pipiens",15,2.1
2023,"NW",23,7,"Tarsalis",37,5.3
2023,"NW",24,8,"Pipiens",18,2.2
2023,"NW",24,8,"Tarsalis",20,2.5
2023,"NW",25,8,"Pipiens",45,5.6
2023,"NW",25,8,"Tarsalis",123,15.4
2023,"NW",26,9,"Pipiens",28,3.1
2023,"NW",26,9,"Tarsalis",1147,127.4
2023,"NW",27,9,"Pipiens",72,8
2023,"NW",27,9,"Tarsalis",197,21.9
2023,"NW",28,8,"Pipiens",123,15.4
2023,"NW",28,8,"Tarsalis",1567,195.9
2023,"NW",29,8,"Pipiens",158,19.8
2023,"NW",29,8,"Tarsalis",2276,284.5
2023,"NW",30,9,"Pipiens",62,6.9
2023,"NW",30,9,"Tarsalis",685,76.1
2023,"NW",31,8,"Pipiens",31,3.9
2023,"NW",31,8,"Tarsalis",233,29.1
2023,"NW",32,8,"Pipiens",55,6.9
2023,"NW",32,8,"Tarsalis",163,20.4
2023,"NW",33,9,"Pipiens",60,6.7
2023,"NW",33,9,"Tarsalis",135,15
2023,"NW",34,9,"Pipiens",58,6.4
2023,"NW",34,9,"Tarsalis",129,14.3
2023,"NW",35,8,"Pipiens",51,6.4
2023,"NW",35,8,"Tarsalis",49,6.1
2023,"NW",36,4,"Pipiens",4,1
2023,"NW",36,4,"Tarsalis",5,1.2
2023,"NW",37,5,"Pipiens",14,2.8
2023,"SE",23,15,"Pipiens",12,0.8
2023,"SE",23,15,"Tarsalis",73,4.9
2023,"SE",24,14,"Pipiens",22,1.6
2023,"SE",24,14,"Tarsalis",113,8.1
2023,"SE",25,15,"Pipiens",19,1.3
2023,"SE",25,15,"Tarsalis",419,27.9
2023,"SE",26,15,"Pipiens",80,5.3
2023,"SE",26,15,"Tarsalis",3263,217.5
2023,"SE",27,15,"Pipiens",100,6.7
2023,"SE",27,15,"Tarsalis",5319,354.6
2023,"SE",28,15,"Pipiens",298,19.9
2023,"SE",28,15,"Tarsalis",6287,419.1
2023,"SE",29,15,"Pipiens",134,8.9
2023,"SE",29,15,"Tarsalis",6774,451.6
2023,"SE",30,15,"Pipiens",80,5.3
2023,"SE",30,15,"Tarsalis",1264,84.3
2023,"SE",31,14,"Pipiens",196,14
2023,"SE",31,14,"Tarsalis",2082,148.7
2023,"SE",32,15,"Pipiens",91,6.1
2023,"SE",32,15,"Tarsalis",470,31.3
2023,"SE",33,14,"Pipiens",34,2.4
2023,"SE",33,14,"Tarsalis",118,8.4
2023,"SE",34,15,"Pipiens",127,8.5
2023,"SE",34,15,"Tarsalis",585,39
2023,"SE",35,15,"Pipiens",42,2.8
2023,"SE",35,15,"Tarsalis",48,3.2
2023,"SE",36,11,"Pipiens",73,6.6
2023,"SE",36,11,"Tarsalis",30,2.7
2023,"SE",37,13,"Pipiens",101,7.8
2023,"SE",37,13,"Tarsalis",8,0.6
2023,"SW",23,8,"Pipiens",16,2
2023,"SW",23,8,"Tarsalis",51,6.4
2023,"SW",24,7,"Pipiens",11,1.6
2023,"SW",24,7,"Tarsalis",49,7
2023,"SW",25,9,"Pipiens",14,1.6
2023,"SW",25,9,"Tarsalis",43,4.8
2023,"SW",26,8,"Pipiens",46,5.8
2023,"SW",26,8,"Tarsalis",788,98.5
2023,"SW",27,8,"Pipiens",20,2.5
2023,"SW",27,8,"Tarsalis",201,25.1
2023,"SW",28,9,"Pipiens",51,5.7
2023,"SW",28,9,"Tarsalis",2172,241.3
2023,"SW",29,8,"Pipiens",137,17.1
2023,"SW",29,8,"Tarsalis",2059,257.4
2023,"SW",30,8,"Pipiens",32,4
2023,"SW",30,8,"Tarsalis",879,109.9
2023,"SW",31,9,"Pipiens",34,3.8
2023,"SW",31,9,"Tarsalis",185,20.6
2023,"SW",32,8,"Pipiens",28,3.5
2023,"SW",32,8,"Tarsalis",159,19.9
2023,"SW",33,9,"Pipiens",97,10.8
2023,"SW",33,9,"Tarsalis",287,31.9
2023,"SW",34,9,"Pipiens",73,8.1
2023,"SW",34,9,"Tarsalis",208,23.1
2023,"SW",35,8,"Pipiens",10,1.2
2023,"SW",35,8,"Tarsalis",35,4.4
2023,"SW",36,6,"Pipiens",33,5.5
2023,"SW",36,6,"Tarsalis",14,2.3
2023,"SW",37,5,"Pipiens",12,2.4
2023,"SW",37,5,"Tarsalis",4,0.8
2023,"WC",23,1,"Tarsalis",17,17
2023,"WC",24,1,"Tarsalis",3,3
2023,"WC",25,1,"Tarsalis",16,16
2023,"WC",26,1,"Tarsalis",150,150
2023,"WC",27,1,"Tarsalis",150,150
2023,"WC",28,1,"Pipiens",1,1
2023,"WC",28,1,"Tarsalis",150,150
2023,"WC",29,1,"Tarsalis",150,150
2023,"WC",30,1,"Tarsalis",30,30
2023,"WC",31,1,"Pipiens",9,9
2023,"WC",31,1,"Tarsalis",21,21
2023,"WC",32,1,"Pipiens",15,15
2023,"WC",32,1,"Tarsalis",80,80
2023,"WC",33,1,"Pipiens",7,7
2023,"WC",33,1,"Tarsalis",13,13
2023,"WC",34,1,"Pipiens",12,12
2023,"WC",34,1,"Tarsalis",75,75
2023,"WC",35,1,"Pipiens",7,7
2023,"WC",35,1,"Tarsalis",18,18
